project,seed,condition,model,held_out,mcc_avg,gmean_avg,mcc,gmean,n_seen,n_pos_seen,n_filtered,filter_rate,filter_active_from,mean_lambda_pos
commons-net,42,BSZZ,NA(rescue),False,0.0028525988794757865,0.4819067414315365,-0.0074549317847369045,0.458672689338849,,,,,,
commons-net,42,AGSZZ,OOB,False,0.029791828313702546,0.482889728630709,-0.035486242972536976,0.4522142909313641,,,,,,
commons-net,42,AGSZZ,ORB,False,0.013617666369004768,0.5032098655791416,0.12127591488882844,0.6389728753775872,,,,,,
commons-net,42,AGSZZ,NA(fp_filter),False,0.011553162409747767,0.4851164151386358,0.15643963329706687,0.633676443820197,1241.0,205.0,66.0,0.32195121951219513,99.0,19.536151463409933
commons-net,42,AGSZZ,NA(fp_filter/suppress),False,0.05567472824111486,0.5281638040841737,0.12319605709746655,0.5544774655990388,1241.0,205.0,76.0,0.37073170731707317,99.0,30.3399299001384
commons-net,42,AGSZZ,NA(damp),False,0.03175647582146905,0.4965246929496451,-0.005203106169951961,0.4600624378459576,,,,,,
commons-net,42,AGSZZ,NA(rescue),False,0.0035627577196780634,0.49450480018435966,-0.014547035816729361,0.4620602550127708,,,,,,
commons-net,42,MASZZ,OOB,False,0.025754367292997828,0.47735167494041697,-0.06961518786862911,0.4035171940404895,,,,,,
commons-net,42,MASZZ,ORB,False,0.02108652166898708,0.501685508823074,0.10819709515124651,0.6274787234654198,,,,,,
commons-net,42,MASZZ,NA(fp_filter),False,0.015270802507623258,0.48009902576720154,0.10952801836151133,0.4756218597257771,1236.0,198.0,75.0,0.3787878787878788,99.0,20.94062236809688
commons-net,42,MASZZ,NA(fp_filter/suppress),False,-0.03587514972552991,0.44088345101271775,0.022682206987321513,0.5189333604816814,1236.0,198.0,62.0,0.31313131313131315,99.0,23.912711463624063
commons-net,42,MASZZ,NA(damp),False,0.021402450450734918,0.4866275161004321,-0.016727117451938427,0.4476793673863696,,,,,,
commons-net,42,MASZZ,NA(rescue),False,-0.0008380850503184095,0.4767647659202041,0.0065494143032725615,0.48879390368107395,,,,,,
commons-net,42,LSZZ,OOB,False,0.06262702453110662,0.5208158062184098,0.017795715224947287,0.5162250221537759,,,,,,
commons-net,42,LSZZ,ORB,False,0.0205928012451073,0.48004152634923153,0.02665181425715513,0.5286902626468183,,,,,,
commons-net,42,LSZZ,NA(fp_filter),False,-0.0005039653244027957,0.448118319693434,-0.022424445718493946,0.24669378785211415,1170.0,82.0,18.0,0.21951219512195122,254.0,46.68031600261921
commons-net,42,LSZZ,NA(fp_filter/suppress),False,0.006296042667869637,0.469206947339628,-0.0029679997461511207,0.4252955449457222,1170.0,82.0,13.0,0.15853658536585366,254.0,61.674348800544
commons-net,42,LSZZ,NA(damp),False,-0.001608571365845838,0.4777426949832222,-0.010863460863890026,0.40815945414835,,,,,,
commons-net,42,LSZZ,NA(rescue),False,0.007080263147737812,0.49008851072141885,0.11993052494273494,0.6501539668778381,,,,,,
commons-net,42,RSZZ,OOB,False,0.016365852420411928,0.4530225675249173,-0.06324447840139212,0.4192754987630349,,,,,,
commons-net,42,RSZZ,ORB,False,-0.001206505743298391,0.4668635790894929,-0.02655600071070284,0.448074838376471,,,,,,
commons-net,42,RSZZ,NA(fp_filter),False,-0.0002006289924657566,0.46461145285773997,0.03676941318211829,0.3796810034469686,1180.0,124.0,40.0,0.3225806451612903,151.0,29.110344390737616
commons-net,42,RSZZ,NA(fp_filter/suppress),False,-0.002462400916819442,0.4759109972747327,-0.05220916770127121,0.39325834817481053,1180.0,124.0,31.0,0.25,151.0,35.09163026242673
commons-net,42,RSZZ,NA(damp),False,0.01800436324312567,0.48580747804515095,0.005824031410248496,0.4840544742677264,,,,,,
commons-net,42,RSZZ,NA(rescue),False,-0.10201359397559104,0.3998495883182974,-0.0418623324402889,0.43309485468390896,,,,,,
commons-net,42,RASZZ,OOB,False,0.03038113925460891,0.4834805441082975,-0.02647837550481217,0.46272414639967213,,,,,,
commons-net,42,RASZZ,ORB,False,0.006015702900930045,0.48227495576058427,0.0811002779052007,0.5899030598263725,,,,,,
commons-net,42,RASZZ,NA(fp_filter),False,-0.002967905142089428,0.46734567647240066,0.08224794051955478,0.5825042155401586,1235.0,193.0,64.0,0.3316062176165803,99.0,18.615907745363725
commons-net,42,RASZZ,NA(fp_filter/suppress),False,0.00816028128611708,0.4838989065008239,0.08549043433722654,0.5042361796776347,1235.0,193.0,68.0,0.35233160621761656,99.0,25.611641972872896
commons-net,42,RASZZ,NA(damp),False,0.022505108401758265,0.4851660037288598,-0.0016660594674029105,0.4661988600978795,,,,,,
commons-net,42,RASZZ,NA(rescue),False,-0.004390105666033683,0.4620692448417792,0.12078142048906745,0.6514809252866975,,,,,,
commons-net,42,injected_fn20,OOB,False,0.002021869205073057,0.4143376131940309,0.02617446525389051,0.529515273826065,,,,,,
commons-net,42,injected_fn20,ORB,False,-0.018963413164891516,0.4313758854615144,0.018881008267969155,0.5162568260699842,,,,,,
commons-net,42,injected_fn20,NA(fp_filter),False,-0.05124780524338088,0.4069229112622481,-0.04099683815378376,0.408318767381264,1164.0,86.0,24.0,0.27906976744186046,503.0,34.18195476751207
commons-net,42,injected_fn20,NA(fp_filter/suppress),False,-0.03643317605257525,0.4223852986829036,-0.032338977938670535,0.3245070434743994,1164.0,86.0,25.0,0.29069767441860467,503.0,64.06290439028622
commons-net,42,injected_fn20,NA(damp),False,-0.055494469952525015,0.419521915533289,-0.008331721246940338,0.4372551399825921,,,,,,
commons-net,42,injected_fn20,NA(rescue),False,-0.04166444210594561,0.4205030337310497,-0.038521861838641834,0.43429598435081135,,,,,,
commons-net,77,oracle,OOB,False,0.07127074148481922,0.4910960957695025,0.005607734454557065,0.4405578016272185,,,,,,
commons-net,77,oracle,ORB,False,0.11301827625616465,0.5262847454136311,0.10398017865008317,0.6107516602650181,,,,,,
commons-net,77,oracle,NA(fp_filter),False,0.12080058075313552,0.5396942961855208,0.01473858828687838,0.4024110612019322,1165.0,64.0,16.0,0.25,452.0,60.733801257729226
commons-net,77,oracle,NA(fp_filter/suppress),False,0.13059981378120245,0.5528779026348044,0.03039082867481862,0.4664968382510362,1165.0,64.0,14.0,0.21875,452.0,82.01135224231795
commons-net,77,oracle,NA(damp),False,0.035129421131826405,0.4821052950910445,-0.008800056512383076,0.40024183409572983,,,,,,
commons-net,77,oracle,NA(rescue),False,0.10454571212817429,0.5362463432941029,0.026235019107405128,0.45271837224281913,,,,,,
commons-net,77,BSZZ,OOB,False,0.06310779791728519,0.5065510208822214,-0.10126351950063127,0.3483575586454225,,,,,,
commons-net,77,BSZZ,ORB,False,0.013802202946149176,0.48570395275975553,-0.0032833870575247107,0.4944224370320544,,,,,,
commons-net,77,BSZZ,NA(fp_filter),False,0.016955493192316266,0.4881786475378043,-0.05102098246513763,0.3590731537909783,1219.0,188.0,44.0,0.23404255319148937,117.0,18.072382897447383
commons-net,77,BSZZ,NA(fp_filter/suppress),False,-0.0004474949353541141,0.4638274598739425,-0.002173010888071122,0.49080788646542484,1219.0,188.0,46.0,0.24468085106382978,117.0,20.3042375001346
commons-net,77,BSZZ,NA(damp),False,0.08444191068122765,0.55451774267753,0.03792288760877541,0.5126836594661377,,,,,,
commons-net,77,BSZZ,NA(rescue),False,0.02417268919819184,0.49400546092331515,-0.034081903004950335,0.45577130625207574,,,,,,
commons-net,77,AGSZZ,OOB,False,0.0411193621904281,0.4935345553148279,-0.0367684134879692,0.4507623153235038,,,,,,
commons-net,77,AGSZZ,ORB,False,0.04303257726232367,0.5138370962631594,0.010813570565664846,0.482273799366273,,,,,,
commons-net,77,AGSZZ,NA(fp_filter),False,-0.030627566777877934,0.43996869352608214,-0.0031981570692282274,0.4182772233606784,1241.0,205.0,58.0,0.28292682926829266,99.0,18.469503015245703
commons-net,77,AGSZZ,NA(fp_filter/suppress),False,0.02712709001450533,0.49023003439000146,0.10892312399651358,0.5678770944949542,1241.0,205.0,64.0,0.3121951219512195,99.0,27.67600029022061
commons-net,77,AGSZZ,NA(damp),False,-0.014322086317375136,0.4626324745923059,0.008750684923933057,0.5096653937327618,,,,,,
commons-net,77,AGSZZ,NA(rescue),False,0.02225901923693621,0.499279460637756,-0.029420874969972765,0.4284451526793024,,,,,,
commons-net,77,MASZZ,OOB,False,0.027433163204635763,0.4816516873337115,-0.05112055229475258,0.43361888820902506,,,,,,
commons-net,77,MASZZ,ORB,False,-0.012071893551619119,0.4503108379852193,-0.07514759546913306,0.2690245393139095,,,,,,
commons-net,77,MASZZ,NA(fp_filter),False,0.05607903272508092,0.5185369093200144,0.11098753580482464,0.47705127579025486,1236.0,198.0,65.0,0.3282828282828283,99.0,20.188439927661097
commons-net,77,MASZZ,NA(fp_filter/suppress),False,-0.006392661598397653,0.4574127359076093,-0.026600038414986867,0.38043644657395004,1236.0,198.0,70.0,0.35353535353535354,99.0,25.388541924662295
commons-net,77,MASZZ,NA(damp),False,-0.02053087502300545,0.4523505128900395,-0.005811774525079617,0.4518419376979361,,,,,,
commons-net,77,MASZZ,NA(rescue),False,0.01135147601001863,0.48562196902826416,-0.06012174091612937,0.37633881496777605,,,,,,
commons-net,77,LSZZ,OOB,False,0.07566966108146195,0.5268866987067418,0.02168014332764817,0.5202236992938152,,,,,,
commons-net,77,LSZZ,ORB,False,-0.008652467867488006,0.4659000284065961,0.021547265909665148,0.522979544662869,,,,,,
commons-net,77,LSZZ,NA(fp_filter),False,-0.03714165263098297,0.4091943432239625,-0.009233489287813942,0.24600260595080622,1170.0,82.0,20.0,0.24390243902439024,371.0,39.441907256417615
commons-net,77,LSZZ,NA(fp_filter/suppress),False,0.006746117092039319,0.47124365687532854,0.07571720288630215,0.47625362220177797,1170.0,82.0,13.0,0.15853658536585366,371.0,64.74006380899988
commons-net,77,LSZZ,NA(damp),False,0.0007211329815239809,0.48287734225226997,0.037829911506261554,0.5225143571402087,,,,,,
commons-net,77,LSZZ,NA(rescue),False,-0.016322864547937188,0.46352327381702807,-0.02997611765236075,0.4019020983086985,,,,,,
commons-net,77,RSZZ,OOB,False,0.018573231893438492,0.45624047492085507,-0.05228609273503103,0.4330907257870745,,,,,,
commons-net,77,RSZZ,ORB,False,-0.002128091909280377,0.474078644753113,0.029556541309704355,0.5021166726961505,,,,,,
commons-net,77,RSZZ,NA(fp_filter),False,-0.03467258667244311,0.4417733030762595,-0.02417339626871437,0.3580942403855472,1180.0,124.0,38.0,0.3064516129032258,151.0,24.766962333349785
commons-net,77,RSZZ,NA(fp_filter/suppress),False,-0.0169381560363582,0.46269360181473435,0.014419133979078309,0.5043359989513987,1180.0,124.0,29.0,0.23387096774193547,151.0,44.5289981850208
commons-net,77,RSZZ,NA(damp),False,-0.0008243685060687537,0.4800493162105199,-0.02858920943664834,0.43821520507054607,,,,,,
commons-net,77,RSZZ,NA(rescue),False,-0.015656397222140052,0.44138622338196676,0.10551089673538484,0.6214982362678894,,,,,,
commons-net,77,RASZZ,OOB,False,0.040282880166231494,0.4909803619352498,-0.05033625307373035,0.43457678994163434,,,,,,
commons-net,77,RASZZ,ORB,False,0.02932171844768257,0.4981238692167161,0.08787316381387358,0.5956014453758877,,,,,,
commons-net,77,RASZZ,NA(fp_filter),False,0.011163907507212911,0.48024800970179693,0.029929178658704307,0.4528687163029206,1235.0,193.0,60.0,0.31088082901554404,99.0,26.15208834866854
commons-net,77,RASZZ,NA(fp_filter/suppress),False,0.01905572127241062,0.47445598351555307,0.018242218277913475,0.45173549592671086,1235.0,193.0,60.0,0.31088082901554404,99.0,28.149321064026523
commons-net,77,RASZZ,NA(damp),False,0.0056189787242835465,0.47169986332748265,-0.0035714943331477465,0.46340275686702426,,,,,,
commons-net,77,RASZZ,NA(rescue),False,0.027264186182300774,0.48783410472264543,-0.019792849306406055,0.4549536175515283,,,,,,
commons-net,77,injected_fn20,OOB,False,-0.00034118376412149465,0.4059435845777871,-0.027359080978171798,0.45775802037374635,,,,,,
commons-net,77,injected_fn20,ORB,False,0.00011563703180198074,0.4364130208173988,0.00045066954686027224,0.47008983722384157,,,,,,
commons-net,77,injected_fn20,NA(fp_filter),False,0.0014297496843793263,0.42647088993165316,-0.07737733815080948,0.28887441122487606,1171.0,89.0,18.0,0.20224719101123595,447.0,39.3978343739785
commons-net,77,injected_fn20,NA(fp_filter/suppress),False,-0.003904399808961757,0.4118498539924823,-0.07897498524955293,0.18734755802881753,1171.0,89.0,24.0,0.2696629213483146,447.0,46.220863991771836
commons-net,77,injected_fn20,NA(damp),False,-0.02786289080920648,0.4375209498763952,-0.05900473534953604,0.3417414889007899,,,,,,
commons-net,77,injected_fn20,NA(rescue),False,0.046322949059405406,0.5027241370392699,0.17098403189055097,0.7098981683017007,,,,,,
commons-net,101,oracle,OOB,False,0.09605658847706992,0.5073257033167008,0.00037241815648068514,0.4373488710069352,,,,,,
commons-net,101,oracle,ORB,False,0.07858627206293832,0.49196284772531684,-0.02409672265934207,0.399580302841235,,,,,,
commons-net,101,oracle,NA(fp_filter),False,0.10873523705220897,0.5088655660257057,-0.009506695985326033,0.3690879892707597,1165.0,64.0,19.0,0.296875,452.0,51.88024254431117
commons-net,101,oracle,NA(fp_filter/suppress),False,0.13722262597727938,0.5577608128576796,0.026087174365168588,0.4496892832049971,1165.0,64.0,15.0,0.234375,452.0,71.6948474289152
commons-net,101,oracle,NA(damp),False,0.05209426429725597,0.49428494663567857,-0.04620923293917384,0.3757908400983683,,,,,,
commons-net,101,oracle,NA(rescue),False,0.08464923026908774,0.4990920658147891,-0.027276689580155316,0.3818319008256441,,,,,,
commons-net,101,BSZZ,OOB,False,0.06330377439325627,0.5140389858157663,-0.09581371245671981,0.35206630822631285,,,,,,
commons-net,101,BSZZ,ORB,False,0.029822726752145836,0.4949535806626875,-0.009445161626330571,0.48677794367669774,,,,,,
commons-net,101,BSZZ,NA(fp_filter),False,-0.02389722450303692,0.43707967262588704,-0.07446591064057316,0.3160015225373953,1219.0,188.0,53.0,0.28191489361702127,116.0,13.090641363073784
commons-net,101,BSZZ,NA(fp_filter/suppress),False,-0.008246947617345202,0.4537463971952037,0.014475094044770894,0.4408342818772206,1219.0,188.0,57.0,0.30319148936170215,116.0,23.00660592072035
commons-net,101,BSZZ,NA(damp),False,0.08038463396306594,0.5303757598129752,0.002141848757203001,0.4753805775630285,,,,,,
commons-net,101,BSZZ,NA(rescue),False,0.03798400994920474,0.5163492209037701,0.0015167156637467772,0.4728414920962366,,,,,,
commons-net,101,AGSZZ,OOB,False,0.03736869480613019,0.48697989046047924,-0.011816796629738415,0.479419484094971,,,,,,
commons-net,101,AGSZZ,ORB,False,0.041165744504937166,0.5241253677352655,0.059575496843046735,0.5630200368733418,,,,,,
commons-net,101,AGSZZ,NA(fp_filter),False,0.015696684052031985,0.4890421005565037,0.04241216789552811,0.49725812346381615,1241.0,205.0,57.0,0.2780487804878049,105.0,19.14222386327958
commons-net,101,AGSZZ,NA(fp_filter/suppress),False,0.007167754121303636,0.4820249110255017,0.10275598421586356,0.5663942698355602,1241.0,205.0,61.0,0.2975609756097561,105.0,24.308771707438783
commons-net,101,AGSZZ,NA(damp),False,-0.011667976181817663,0.4631166817399824,0.016826614775532257,0.519846721770485,,,,,,
commons-net,101,AGSZZ,NA(rescue),False,0.05376653903195481,0.5313262680679893,0.08923682737029345,0.6106051567685076,,,,,,
commons-net,101,MASZZ,OOB,False,0.04020695615259455,0.4895085187255006,-0.035111325918457136,0.4526826406239241,,,,,,
commons-net,101,MASZZ,ORB,False,0.051759640609600234,0.5246311471873765,0.17615473525522762,0.7112534482574846,,,,,,
commons-net,101,MASZZ,NA(fp_filter),False,-0.029118555809625673,0.42657192741579947,-0.05207019619722414,0.3207029178265424,1236.0,198.0,60.0,0.30303030303030304,105.0,17.676878672955173
commons-net,101,MASZZ,NA(fp_filter/suppress),False,-0.008010411357527409,0.46647208221957365,0.021890509166656486,0.42557283099375637,1236.0,198.0,56.0,0.2828282828282828,105.0,26.962494568644104
commons-net,101,MASZZ,NA(damp),False,0.006573578215841825,0.4802971877559788,0.04182341281577692,0.5475524178829771,,,,,,
commons-net,101,MASZZ,NA(rescue),False,0.00881098863319925,0.4849433689358717,-0.02993319639556286,0.4437400141751298,,,,,,
commons-net,101,LSZZ,OOB,False,0.08787569002515484,0.5332752141325727,0.025989221579683745,0.5250929464324329,,,,,,
commons-net,101,LSZZ,ORB,False,0.05138633475996942,0.5111842440228046,0.06840854330182371,0.5804904156518845,,,,,,
commons-net,101,LSZZ,NA(fp_filter),False,-0.0024091671607745077,0.46345595431867626,-0.008334426740381758,0.43051951466148575,1170.0,82.0,13.0,0.15853658536585366,254.0,42.62695218469305
commons-net,101,LSZZ,NA(fp_filter/suppress),False,-0.008949828880474693,0.4623925168735398,-0.030662224355021837,0.42837190564215616,1170.0,82.0,11.0,0.13414634146341464,254.0,56.17518411310021
commons-net,101,LSZZ,NA(damp),False,-0.010970442398763849,0.47288436407299855,0.004697087065769629,0.4626096233338866,,,,,,
commons-net,101,LSZZ,NA(rescue),False,0.015224909521749767,0.4954642880687395,0.14476276959668208,0.6665933363992937,,,,,,
commons-net,101,RSZZ,OOB,False,0.01947310189169341,0.4552555587266384,-0.04167264701100393,0.4464026245987152,,,,,,
commons-net,101,RSZZ,ORB,False,-0.013670817731070362,0.4640828105005821,0.02925249136714819,0.5016320834641829,,,,,,
commons-net,101,RSZZ,NA(fp_filter),False,-0.06760780469562395,0.38496024446131893,-0.004023481062372199,0.34427811268247177,1180.0,124.0,39.0,0.31451612903225806,151.0,29.115967682755464
commons-net,101,RSZZ,NA(fp_filter/suppress),False,-0.014084115065255452,0.4536204141058982,-0.008557831967902567,0.36682917598304443,1180.0,124.0,38.0,0.3064516129032258,151.0,38.56934529748477
commons-net,101,RSZZ,NA(damp),False,0.003884555876070597,0.4781113024096563,0.020945047542442696,0.48626488935376966,,,,,,
commons-net,101,RSZZ,NA(rescue),False,-0.08247907386772954,0.36846042843300886,0.012496595314884453,0.24423577496843243,,,,,,
commons-net,101,RASZZ,OOB,False,0.047696203114727186,0.49728532371991,-0.05796375684649387,0.42004823383636014,,,,,,
commons-net,101,RASZZ,ORB,False,0.021140268023594082,0.48862657534595905,0.07837271868913337,0.5857542453419454,,,,,,
commons-net,101,RASZZ,NA(fp_filter),False,0.037792328332390185,0.50788104062789,0.03363181898305529,0.4790700602999041,1235.0,193.0,61.0,0.3160621761658031,105.0,20.790725787114525
commons-net,101,RASZZ,NA(fp_filter/suppress),False,0.0018768644693639566,0.48748096470201996,0.10109688701265312,0.6099370710102023,1235.0,193.0,55.0,0.2849740932642487,105.0,18.466666846707454
commons-net,101,RASZZ,NA(damp),False,0.0012109853688128034,0.4715474218623277,0.05765111280593749,0.5650107943255992,,,,,,
commons-net,101,RASZZ,NA(rescue),False,-0.0012814969830524628,0.47963268991190033,0.008723193221366655,0.4822214068607788,,,,,,
commons-net,101,injected_fn20,OOB,False,0.012070842396893,0.44717200355354336,-0.0163467320534588,0.4787094659143308,,,,,,
commons-net,101,injected_fn20,ORB,False,0.03672137143954086,0.45956667741808027,-0.0017578932957418537,0.47584383622951715,,,,,,
commons-net,101,injected_fn20,NA(fp_filter),False,0.01056119555297027,0.43033038316747924,-0.12177284074259556,0.16646868501128584,1172.0,96.0,23.0,0.23958333333333334,479.0,29.246015101437056
commons-net,101,injected_fn20,NA(fp_filter/suppress),False,0.02040343040112152,0.44858090260975275,-0.08486449639298692,0.23383838362540355,1172.0,96.0,26.0,0.2708333333333333,479.0,38.376799476010234
commons-net,101,injected_fn20,NA(damp),False,-0.009467919789509907,0.4459006197905511,-0.11673387501424735,0.23705718439576146,,,,,,
commons-net,101,injected_fn20,NA(rescue),False,-0.00997277650189205,0.4447827055255958,0.01508252656974519,0.48998197544013594,,,,,,
commons-net,123,oracle,OOB,False,0.08884758757556703,0.5054285067823714,0.0300900127130994,0.4550754264988666,,,,,,
commons-net,123,oracle,ORB,False,0.1096485142077654,0.524136566634539,0.021569329929239378,0.4908200149043189,,,,,,
commons-net,123,oracle,NA(fp_filter),False,0.11013958711025797,0.5248298367113999,0.005697640113324898,0.393662350561591,1165.0,64.0,15.0,0.234375,452.0,68.26517201729567
commons-net,123,oracle,NA(fp_filter/suppress),False,0.0952112330911222,0.5122174291213387,-0.012282727052055601,0.37014417741789757,1165.0,64.0,15.0,0.234375,452.0,91.59935114890396
commons-net,123,oracle,NA(damp),False,0.047583852970720514,0.4985997789061898,-0.006102128595910274,0.47933600232210105,,,,,,
commons-net,123,oracle,NA(rescue),False,0.06746495005970526,0.4726557228860577,-0.0033078820638707367,0.43283308619842215,,,,,,
commons-net,123,BSZZ,OOB,False,0.056099196891030045,0.5025690056371207,-0.0273938715960714,0.46248394943633786,,,,,,
commons-net,123,BSZZ,ORB,False,0.048186256348232905,0.505946560220584,-0.013910872296884858,0.48135291269495856,,,,,,
commons-net,123,BSZZ,NA(fp_filter),False,0.018909367017999976,0.46594861344757754,0.0052738256214840806,0.4709954293183778,1219.0,188.0,67.0,0.35638297872340424,116.0,16.30558435590705
commons-net,123,BSZZ,NA(fp_filter/suppress),False,-0.00859795811620938,0.4460975055638443,0.04280658916092292,0.5459236683243586,1219.0,188.0,57.0,0.30319148936170215,116.0,25.17323725350541
commons-net,123,BSZZ,NA(damp),False,0.0576736355124213,0.5125932474409374,0.006871341591065409,0.5063224464036954,,,,,,
commons-net,123,BSZZ,NA(rescue),False,0.016246429772319448,0.49105095040675484,-0.03546112711858422,0.45436238401599927,,,,,,
commons-net,123,AGSZZ,OOB,False,0.028976743130491155,0.4820712112209009,-0.029344926925848443,0.4594015743216134,,,,,,
commons-net,123,AGSZZ,ORB,False,0.057331139122321635,0.5280593657462302,0.1178501754423542,0.6374965555074966,,,,,,
commons-net,123,AGSZZ,NA(fp_filter),False,0.03251015512100632,0.49802462558533706,0.11525335107861331,0.6023066540295551,1241.0,205.0,72.0,0.35121951219512193,99.0,17.37133785894016
commons-net,123,AGSZZ,NA(fp_filter/suppress),False,0.0021418067338865423,0.4778548710498324,0.10016726986724925,0.5650855003216481,1241.0,205.0,62.0,0.3024390243902439,99.0,24.050441968887295
commons-net,123,AGSZZ,NA(damp),False,0.06833975999902137,0.523981482904693,-0.0022263309789237263,0.45515434761245394,,,,,,
commons-net,123,AGSZZ,NA(rescue),False,0.02468460843311402,0.5056361698434739,0.03532870133458394,0.5452884653999692,,,,,,
commons-net,123,MASZZ,OOB,False,0.03919104938775927,0.4923286610035686,-0.009584258720453537,0.48475597009184657,,,,,,
commons-net,123,MASZZ,ORB,False,0.01946188888032496,0.489472333418903,0.0023193985518831454,0.4687956607564695,,,,,,
commons-net,123,MASZZ,NA(fp_filter),False,-0.007960774407668292,0.4540224525772396,0.009600724967696166,0.3897973258900836,1236.0,198.0,66.0,0.3333333333333333,99.0,16.698048998221008
commons-net,123,MASZZ,NA(fp_filter/suppress),False,0.006605702891603491,0.4844599110058348,0.10482043795471717,0.5749874067673518,1236.0,198.0,62.0,0.31313131313131315,99.0,26.001170736501106
commons-net,123,MASZZ,NA(damp),False,0.04737336427371955,0.5001517881168254,-0.004446148463830944,0.4604892463960132,,,,,,
commons-net,123,MASZZ,NA(rescue),False,0.009863882844477152,0.4430552889733447,0.14008734397989267,0.671962178668314,,,,,,
commons-net,123,LSZZ,OOB,False,0.05675377412919602,0.5182424313712563,0.016296616206351824,0.5143591011127738,,,,,,
commons-net,123,LSZZ,ORB,False,0.034992287182646,0.49587167149667666,0.03832789209878296,0.5307659776727837,,,,,,
commons-net,123,LSZZ,NA(fp_filter),False,-0.036393063469496514,0.41112009356222673,-0.045535221357295264,0.20164176710451973,1170.0,82.0,13.0,0.15853658536585366,371.0,48.78650249415026
commons-net,123,LSZZ,NA(fp_filter/suppress),False,-0.02306849868985538,0.42874459306543344,-0.06187015160699847,0.24248172822410846,1170.0,82.0,13.0,0.15853658536585366,371.0,62.07742458239787
commons-net,123,LSZZ,NA(damp),False,0.020869015142963254,0.5047681822799416,0.06192001634906753,0.568156761693456,,,,,,
commons-net,123,LSZZ,NA(rescue),False,0.006976602009581886,0.49297005693974266,0.1244742895499002,0.6558211056429116,,,,,,
commons-net,123,RSZZ,OOB,False,0.019991254219385992,0.4591435879190898,-0.05679860201875454,0.42741229599624186,,,,,,
commons-net,123,RSZZ,ORB,False,0.033543621881308675,0.4877907552307777,0.010463671808658283,0.5133151042372093,,,,,,
commons-net,123,RSZZ,NA(fp_filter),False,0.0490178735899047,0.5069187487643447,0.1771789466583296,0.664789921131326,1180.0,124.0,45.0,0.3629032258064516,151.0,25.700304902690952
commons-net,123,RSZZ,NA(fp_filter/suppress),False,-0.02353799116095038,0.4619769776351601,-0.02076877740980279,0.3814217496995954,1180.0,124.0,38.0,0.3064516129032258,151.0,34.40339852120667
commons-net,123,RSZZ,NA(damp),False,-0.006189477948307666,0.46355616793602633,-0.05724112008502123,0.4241984208278384,,,,,,
commons-net,123,RSZZ,NA(rescue),False,-0.038223322289144004,0.4455250437268696,0.03590557421519458,0.5447889243979829,,,,,,
commons-net,123,RASZZ,OOB,False,0.04772906357287684,0.4961178960879497,-0.025942253769975835,0.46340830870039373,,,,,,
commons-net,123,RASZZ,ORB,False,0.014289950184998177,0.48256342382047124,-0.05038993335025585,0.3348222800877323,,,,,,
commons-net,123,RASZZ,NA(fp_filter),False,0.016804360097632778,0.47114103478606134,0.017559572933637857,0.3245570197781887,1235.0,193.0,65.0,0.33678756476683935,99.0,24.302677115363203
commons-net,123,RASZZ,NA(fp_filter/suppress),False,0.04731632531709024,0.5015526228725041,0.10692588080238458,0.48680350653354004,1235.0,193.0,64.0,0.3316062176165803,99.0,30.04833250379098
commons-net,123,RASZZ,NA(damp),False,0.03211376829642541,0.49010355786988447,0.006518259640523096,0.45138258905485534,,,,,,
commons-net,123,RASZZ,NA(rescue),False,0.0019671942773174054,0.4701381177620558,0.026439056982859553,0.5334229594336272,,,,,,
commons-net,123,injected_fn20,OOB,False,0.03937170523223377,0.4558048408436043,-0.046332512252549564,0.43064461569438167,,,,,,
commons-net,123,injected_fn20,ORB,False,0.019429019826018527,0.4740390282133565,-0.03284764835727859,0.4315709643727604,,,,,,
commons-net,123,injected_fn20,NA(fp_filter),False,0.05435479321515686,0.5025091147715103,-0.0025305332474671056,0.46279139947456926,1167.0,86.0,19.0,0.22093023255813954,454.0,44.597210632543884
commons-net,123,injected_fn20,NA(fp_filter/suppress),False,-0.00598732692992549,0.42321493604192206,-0.07608911409915735,0.17470102984202812,1167.0,86.0,21.0,0.2441860465116279,454.0,50.61643639725409
commons-net,123,injected_fn20,NA(damp),False,-0.008116183616928929,0.4583788535571336,0.008515226992767947,0.5109867907556637,,,,,,
commons-net,123,injected_fn20,NA(rescue),False,0.06964196602831722,0.5315470018267904,0.069565668808654,0.5371198967653964,,,,,,
commons-net,202,oracle,OOB,False,0.08072490338995253,0.4952887918591701,0.013085933227937753,0.44534665820904884,,,,,,
commons-net,202,oracle,ORB,False,0.09439632810554034,0.5261824751669141,0.10268163781043169,0.6098508239586345,,,,,,
commons-net,202,oracle,NA(fp_filter),False,0.10503182322636555,0.5383971741705147,0.02497782768829863,0.4253266821579014,1165.0,64.0,16.0,0.25,452.0,58.72712753884534
commons-net,202,oracle,NA(fp_filter/suppress),False,0.08748294787445784,0.520078143510572,-0.0009332326083511932,0.391850654542341,1165.0,64.0,15.0,0.234375,452.0,95.29489205708997
commons-net,202,oracle,NA(damp),False,0.05555724391086521,0.5007853265791118,-0.02603181705222131,0.383766320968877,,,,,,
commons-net,202,oracle,NA(rescue),False,0.07301372030604565,0.5234251208093301,0.026669304355226613,0.5248727589322265,,,,,,
commons-net,202,BSZZ,OOB,False,0.05972429694889372,0.5027143659193332,-0.03159007171222705,0.4575425406345029,,,,,,
